"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2581","Create user","tests.users","Fri Dec 05 10:57:02 UTC 2025","passed","Fri Dec 05 10:57:05 UTC 2025","TestUsers","test_users","",""
"","1409","Get games by name: ' '","tests.games","Fri Dec 05 10:57:01 UTC 2025","passed","Fri Dec 05 10:57:03 UTC 2025","TestGames","test_games","",""
"","211","Delete user","tests.users","Fri Dec 05 10:57:04 UTC 2025","broken","Fri Dec 05 10:57:04 UTC 2025","TestUsers","test_users","",""
"","1727","Get games by name: 'fsagasgas'","tests.games","Fri Dec 05 10:56:59 UTC 2025","passed","Fri Dec 05 10:57:01 UTC 2025","TestGames","test_games","",""
"","667","Update user with occupied data","tests.users","Fri Dec 05 10:57:07 UTC 2025","passed","Fri Dec 05 10:57:07 UTC 2025","TestUsers","test_users","",""
"","2336","Get games by name: 'Atomic'","tests.games","Fri Dec 05 10:56:59 UTC 2025","passed","Fri Dec 05 10:57:01 UTC 2025","TestGames","test_games","",""
"","1129","Get current status","tests.setup","Fri Dec 05 10:57:01 UTC 2025","passed","Fri Dec 05 10:57:02 UTC 2025","TestSetup","test_setup","",""
"","3396","Add item to wishlist","tests.wishlists","Fri Dec 05 10:57:06 UTC 2025","passed","Fri Dec 05 10:57:09 UTC 2025","TestWishlists","test_wishlists","",""
